x,y,spawned,detected,attained,discovery,attainment,discover_completion
2.25,-1.75,1970-01-01 01:00:02,,,,,
2.25,2.75,1970-01-01 01:00:12,1970-01-01 01:00:18,1970-01-01 01:00:46,6,28,34
-2.75,2.75,1970-01-01 01:00:22,,,,,
1.25,3.75,1970-01-01 01:00:32,1970-01-01 01:00:38,1970-01-01 01:01:17,6,39,45
2.75,3.75,1970-01-01 01:00:42,1970-01-01 01:00:48,1970-01-01 01:01:26,6,38,44
1.25,2.25,1970-01-01 01:00:52,,,,,
-0.25,-3.25,1970-01-01 01:02:33,1970-01-01 01:02:39,1970-01-01 01:03:35,6,56,62
0.75,0.75,1970-01-01 01:01:13,1970-01-01 01:01:19,1970-01-01 01:01:43,6,24,30
0.75,-2.25,1970-01-01 01:01:23,1970-01-01 01:01:48,1970-01-01 01:02:14,25,26,51
-0.25,4.25,1970-01-01 01:01:43,,,,,
0.25,-0.75,1970-01-01 01:01:53,,,,,
0.75,-3.75,1970-01-01 01:07:26,1970-01-01 01:07:51,1970-01-01 01:09:04,25,73,98
2.25,0.75,1970-01-01 01:02:13,1970-01-01 01:02:19,1970-01-01 01:02:44,6,25,31
0.75,1.25,1970-01-01 01:05:55,1970-01-01 01:06:02,1970-01-01 01:06:29,7,27,34
-0.25,-3.25,1970-01-01 01:02:33,1970-01-01 01:02:39,1970-01-01 01:03:35,6,56,62
-1.25,4.25,1970-01-01 01:02:43,,,,,
-2.25,-2.25,1970-01-01 01:02:54,1970-01-01 01:02:59,1970-01-01 01:03:21,5,22,27
1.25,-0.25,1970-01-01 01:03:04,,,,,
-3.25,2.25,1970-01-01 01:03:14,1970-01-01 01:04:41,1970-01-01 01:04:57,87,16,103
0.75,-3.25,1970-01-01 01:03:24,,,,,
-2.75,-2.25,1970-01-01 01:03:34,1970-01-01 01:04:37,1970-01-01 01:05:28,63,51,114
-0.75,3.75,1970-01-01 01:03:44,1970-01-01 01:03:59,1970-01-01 01:07:56,15,237,252
2.75,-3.75,1970-01-01 01:03:54,1970-01-01 01:04:00,,6,,
-3.75,-2.25,1970-01-01 01:04:04,1970-01-01 01:04:14,1970-01-01 01:04:33,10,19,29
3.75,-3.75,1970-01-01 01:04:14,1970-01-01 01:04:31,,17,,
2.75,3.25,1970-01-01 01:04:24,1970-01-01 01:05:20,1970-01-01 01:05:37,56,17,73
-1.75,-3.25,1970-01-01 01:04:34,1970-01-01 01:04:40,1970-01-01 01:05:38,6,58,64
1.25,2.75,1970-01-01 01:04:44,1970-01-01 01:05:13,1970-01-01 01:07:19,29,126,155
-1.75,-0.25,1970-01-01 01:04:54,1970-01-01 01:05:00,1970-01-01 01:05:13,6,13,19
0.75,0.25,1970-01-01 01:05:04,,,,,
0.25,-1.75,1970-01-01 01:05:25,1970-01-01 01:05:25,1970-01-01 01:05:53,0,28,28
-3.25,-1.25,1970-01-01 01:05:35,,,,,
-1.25,-3.25,1970-01-01 01:05:45,1970-01-01 01:05:58,1970-01-01 01:06:44,13,46,59
0.75,1.25,1970-01-01 01:05:55,1970-01-01 01:06:02,1970-01-01 01:06:29,7,27,34
4.25,-3.25,1970-01-01 01:06:05,,,,,
3.25,3.75,1970-01-01 01:06:15,1970-01-01 01:06:30,1970-01-01 01:07:32,15,62,77
-1.25,3.75,1970-01-01 01:06:25,,,,,
0.25,1.25,1970-01-01 01:06:35,1970-01-01 01:06:41,1970-01-01 01:07:10,6,29,35
-0.75,-1.25,1970-01-01 01:06:45,,,,,
-1.75,-0.75,1970-01-01 01:06:55,1970-01-01 01:07:01,1970-01-01 01:07:26,6,25,31
-1.75,-4.25,1970-01-01 01:08:26,,,,,
3.75,0.25,1970-01-01 01:07:16,1970-01-01 01:08:38,1970-01-01 01:09:38,82,60,142
0.75,-3.75,1970-01-01 01:07:26,1970-01-01 01:07:51,1970-01-01 01:09:04,25,73,98
-2.25,0.25,1970-01-01 01:07:36,,,,,
-3.75,-0.75,1970-01-01 01:07:46,1970-01-01 01:08:08,1970-01-01 01:08:25,22,17,39
0.25,1.75,1970-01-01 01:07:56,1970-01-01 01:08:01,1970-01-01 01:08:43,5,42,47
0.75,2.75,1970-01-01 01:08:06,1970-01-01 01:08:12,1970-01-01 01:08:51,6,39,45
-2.25,-4.25,1970-01-01 01:08:16,,,,,
-1.75,-4.25,1970-01-01 01:08:26,,,,,
2.25,3.75,1970-01-01 01:08:36,,,,,
1.25,-4.25,1970-01-01 01:08:46,,,,,
-1.75,-2.75,1970-01-01 01:08:56,1970-01-01 01:09:08,1970-01-01 01:10:10,12,62,74
-0.75,4.25,1970-01-01 01:09:06,,,,,
-0.25,1.25,1970-01-01 01:09:17,1970-01-01 01:09:26,1970-01-01 01:09:48,9,22,31
1.25,-3.75,1970-01-01 01:09:27,,,,,
-0.75,1.25,1970-01-01 01:09:47,1970-01-01 01:09:53,1970-01-01 01:10:07,6,14,20
-2.25,-1.25,1970-01-01 01:10:07,,,,,
