x,y,spawned,detected,attained,discovery,attainment,total_time
-2.25,-1.75,1970-01-01 01:00:02,1970-01-01 01:00:17,1970-01-01 01:01:22,15,65,80
-2.75,-0.75,1970-01-01 01:00:12,1970-01-01 01:00:13,1970-01-01 01:01:14,1,61,62
0.25,2.25,1970-01-01 01:00:22,1970-01-01 01:00:28,1970-01-01 01:00:51,6,23,29
-0.75,-3.75,1970-01-01 01:00:32,1970-01-01 01:00:33,1970-01-01 01:00:53,1,20,21
0.25,3.25,1970-01-01 01:00:42,,,,,
-1.75,-0.25,1970-01-01 01:00:53,1970-01-01 01:00:53,1970-01-01 01:01:14,0,21,21
0.25,4.25,1970-01-01 01:01:03,1970-01-01 01:06:23,1970-01-01 01:06:41,320,18,338
-0.25,-3.75,1970-01-01 01:01:13,,,,,
1.25,-1.75,1970-01-01 01:01:23,,,,,
1.25,-2.25,1970-01-01 01:01:33,1970-01-01 01:03:54,,141,,
-0.75,-2.25,1970-01-01 01:01:43,,,,,
-2.25,-2.25,1970-01-01 01:01:53,,,,,
-1.25,-3.25,1970-01-01 01:02:03,1970-01-01 01:02:06,1970-01-01 01:03:56,3,110,113
2.25,4.25,1970-01-01 01:02:13,1970-01-01 01:06:22,1970-01-01 01:06:53,249,31,280
-2.75,2.75,1970-01-01 01:02:23,1970-01-01 01:02:29,1970-01-01 01:03:16,6,47,53
-1.25,-2.75,1970-01-01 01:02:34,1970-01-01 01:02:39,1970-01-01 01:02:56,5,17,22
-1.25,-2.25,1970-01-01 01:06:36,1970-01-01 01:06:51,1970-01-01 01:08:14,15,83,98
4.25,-0.25,1970-01-01 01:02:54,1970-01-01 01:05:31,1970-01-01 01:06:07,157,36,193
-0.75,-0.25,1970-01-01 01:03:04,1970-01-01 01:03:09,1970-01-01 01:03:37,5,28,33
-2.75,2.25,1970-01-01 01:03:14,,,,,
2.25,-1.75,1970-01-01 01:03:24,,,,,
-0.75,0.75,1970-01-01 01:03:34,,,,,
1.75,-4.25,1970-01-01 01:03:44,1970-01-01 01:03:45,,1,,
-2.25,-0.75,1970-01-01 01:03:54,,,,,
-0.75,-1.25,1970-01-01 01:04:05,1970-01-01 01:04:10,1970-01-01 01:04:50,5,40,45
2.75,-4.25,1970-01-01 01:04:15,1970-01-01 01:04:15,1970-01-01 01:04:44,0,29,29
2.25,3.75,1970-01-01 01:04:25,1970-01-01 01:05:28,1970-01-01 01:06:58,63,90,153
4.25,-1.25,1970-01-01 01:04:35,1970-01-01 01:06:00,1970-01-01 01:06:30,85,30,115
-1.25,0.25,1970-01-01 01:04:45,1970-01-01 01:04:50,1970-01-01 01:07:22,5,152,157
-2.25,-3.25,1970-01-01 01:04:55,,,,,
-2.75,3.25,1970-01-01 01:05:05,1970-01-01 01:09:59,,294,,
1.75,1.25,1970-01-01 01:05:15,1970-01-01 01:05:16,1970-01-01 01:06:24,1,68,69
0.75,-1.25,1970-01-01 01:05:25,1970-01-01 01:05:26,1970-01-01 01:05:39,1,13,14
3.25,-1.75,1970-01-01 01:05:35,,,,,
-0.75,-3.25,1970-01-01 01:05:45,1970-01-01 01:05:54,1970-01-01 01:09:26,9,212,221
2.75,-1.75,1970-01-01 01:05:55,,,,,
-1.25,-1.75,1970-01-01 01:06:06,1970-01-01 01:06:11,1970-01-01 01:07:36,5,85,90
0.75,-2.75,1970-01-01 01:06:26,1970-01-01 01:06:52,1970-01-01 01:07:16,26,24,50
-1.25,-2.25,1970-01-01 01:06:36,1970-01-01 01:06:51,1970-01-01 01:08:14,15,83,98
-1.25,-3.75,1970-01-01 01:06:46,1970-01-01 01:06:56,1970-01-01 01:09:33,10,157,167
0.75,-1.75,1970-01-01 01:06:56,1970-01-01 01:07:02,1970-01-01 01:08:03,6,61,67
-1.75,-0.75,1970-01-01 01:07:06,1970-01-01 01:07:12,1970-01-01 01:07:29,6,17,23
1.75,-1.25,1970-01-01 01:07:16,,,,,
0.75,-4.25,1970-01-01 01:07:26,1970-01-01 01:07:32,1970-01-01 01:08:30,6,58,64
-2.25,-0.25,1970-01-01 01:07:36,1970-01-01 01:07:42,1970-01-01 01:08:05,6,23,29
1.25,-3.25,1970-01-01 01:07:47,1970-01-01 01:07:47,1970-01-01 01:08:40,0,53,53
3.25,-1.25,1970-01-01 01:07:57,,,,,
3.75,-4.25,1970-01-01 01:08:07,1970-01-01 01:08:27,1970-01-01 01:08:56,20,29,49
1.75,-3.25,1970-01-01 01:08:17,1970-01-01 01:08:20,1970-01-01 01:09:11,3,51,54
-2.75,3.75,1970-01-01 01:08:27,1970-01-01 01:10:04,,97,,
0.75,2.75,1970-01-01 01:08:37,,,,,
-3.25,0.25,1970-01-01 01:08:47,1970-01-01 01:09:47,1970-01-01 01:10:05,60,18,78
1.25,4.25,1970-01-01 01:08:57,,,,,
-0.75,4.25,1970-01-01 01:09:07,1970-01-01 01:10:31,,84,,
3.25,-3.75,1970-01-01 01:09:17,,,,,
-0.25,-2.25,1970-01-01 01:09:27,,,,,
0.75,3.75,1970-01-01 01:09:37,,,,,
-0.75,-2.75,1970-01-01 01:09:58,1970-01-01 01:10:03,,5,,
-3.25,1.75,1970-01-01 01:10:08,,,,,
-1.25,1.75,1970-01-01 01:10:18,1970-01-01 01:10:20,1970-01-01 01:10:40,2,20,22
3.25,-4.25,1970-01-01 01:10:28,,,,,
-2.25,3.75,1970-01-01 01:10:38,1970-01-01 01:10:43,,5,,
