x,y,spawned,detected,attained,discovery,attainment,discover_completion
2.75,-3.25,1970-01-01 01:00:02,1970-01-01 01:00:02,1970-01-01 01:01:02,0.0,60.0,60.0
1.25,-4.25,1970-01-01 01:00:12,1970-01-01 01:00:22,1970-01-01 01:00:51,10.0,29.0,39.0
0.25,4.25,1970-01-01 01:00:22,,,,,
1.25,-3.75,1970-01-01 01:00:32,1970-01-01 01:00:34,1970-01-01 01:00:55,2.0,21.0,23.0
-1.75,-3.25,1970-01-01 01:00:42,,,,,
2.75,-1.25,1970-01-01 01:00:52,,,,,
0.25,2.25,1970-01-01 01:01:02,1970-01-01 01:01:13,1970-01-01 01:01:30,11.0,17.0,28.0
1.75,-2.75,1970-01-01 01:01:12,,,,,
-0.25,-1.25,1970-01-01 01:01:22,1970-01-01 01:01:28,1970-01-01 01:01:53,6.0,25.0,31.0
2.25,2.75,1970-01-01 01:01:32,1970-01-01 01:01:41,1970-01-01 01:02:00,9.0,19.0,28.0
-2.25,-2.25,1970-01-01 01:01:42,1970-01-01 01:01:56,1970-01-01 01:02:37,14.0,41.0,55.0
-0.75,-2.75,1970-01-01 01:01:53,1970-01-01 01:01:53,1970-01-01 01:02:28,0.0,35.0,35.0
-0.75,1.25,1970-01-01 01:02:03,1970-01-01 01:02:08,1970-01-01 01:02:33,5.0,25.0,30.0
1.75,-1.75,1970-01-01 01:02:13,,,,,
1.75,0.75,1970-01-01 01:02:23,1970-01-01 01:02:28,1970-01-01 01:02:50,5.0,22.0,27.0
-2.25,2.25,1970-01-01 01:06:24,,,,,
-2.75,-4.25,1970-01-01 01:02:43,,,,,
-3.25,-0.25,1970-01-01 01:02:53,1970-01-01 01:02:58,1970-01-01 01:03:17,5.0,19.0,24.0
1.25,2.75,1970-01-01 01:03:03,1970-01-01 01:03:19,1970-01-01 01:03:36,16.0,17.0,33.0
-2.75,-2.25,1970-01-01 01:03:13,,,,,
0.75,2.75,1970-01-01 01:03:23,1970-01-01 01:03:28,1970-01-01 01:04:31,5.0,63.0,68.0
-2.75,-1.25,1970-01-01 01:03:33,,,,,
0.25,-3.25,1970-01-01 01:03:43,1970-01-01 01:03:49,1970-01-01 01:04:13,6.0,24.0,30.0
-2.25,2.25,1970-01-01 01:06:24,,,,,
-2.25,-4.25,1970-01-01 01:08:25,,,,,
3.75,-4.25,1970-01-01 01:04:13,,,,,
1.75,-4.25,1970-01-01 01:04:23,,,,,
0.75,1.25,1970-01-01 01:04:34,1970-01-01 01:04:39,1970-01-01 01:04:57,5.0,18.0,23.0
0.75,-0.25,1970-01-01 01:04:44,,,,,
0.25,0.75,1970-01-01 01:04:54,1970-01-01 01:05:07,1970-01-01 01:05:18,13.0,11.0,24.0
2.25,3.75,1970-01-01 01:05:04,1970-01-01 01:05:10,1970-01-01 01:05:38,6.0,28.0,34.0
-0.75,1.75,1970-01-01 01:05:14,1970-01-01 01:05:19,1970-01-01 01:05:27,5.0,8.0,13.0
0.25,3.75,1970-01-01 01:05:24,1970-01-01 01:05:29,1970-01-01 01:05:45,5.0,16.0,21.0
2.75,-4.25,1970-01-01 01:05:34,,,,,
4.25,-1.25,1970-01-01 01:05:44,1970-01-01 01:05:54,1970-01-01 01:08:20,10.0,146.0,156.0
0.25,-1.25,1970-01-01 01:05:54,1970-01-01 01:06:00,1970-01-01 01:06:23,6.0,23.0,29.0
-2.75,-0.25,1970-01-01 01:06:04,1970-01-01 01:06:10,1970-01-01 01:07:07,6.0,57.0,63.0
-3.25,-1.75,1970-01-01 01:06:14,1970-01-01 01:06:20,1970-01-01 01:06:58,6.0,38.0,44.0
-2.25,2.25,1970-01-01 01:06:24,,,,,
1.25,-2.25,1970-01-01 01:07:25,,,,,
-0.25,-1.75,1970-01-01 01:06:45,,,,,
3.25,2.75,1970-01-01 01:06:55,1970-01-01 01:07:16,1970-01-01 01:08:03,21.0,47.0,68.0
-1.25,1.25,1970-01-01 01:07:05,1970-01-01 01:07:13,1970-01-01 01:07:39,8.0,26.0,34.0
-3.75,-0.25,1970-01-01 01:07:15,1970-01-01 01:07:29,1970-01-01 01:08:08,14.0,39.0,53.0
1.25,-2.25,1970-01-01 01:07:25,,,,,
0.25,1.75,1970-01-01 01:07:35,1970-01-01 01:07:40,1970-01-01 01:07:54,5.0,14.0,19.0
0.25,3.25,1970-01-01 01:07:45,,,,,
0.75,0.25,1970-01-01 01:07:55,,,,,
0.75,3.25,1970-01-01 01:08:05,1970-01-01 01:08:10,1970-01-01 01:08:40,5.0,30.0,35.0
0.25,1.25,1970-01-01 01:08:15,1970-01-01 01:08:26,,11.0,,
-2.25,-4.25,1970-01-01 01:08:25,,,,,
-2.75,0.25,1970-01-01 01:08:35,1970-01-01 01:08:41,,6.0,,
0.75,-2.25,1970-01-01 01:08:45,,,,,
-2.75,2.75,1970-01-01 01:00:03,1970-01-01 01:00:04,1970-01-01 01:01:00,1.0,56.0,57.0
-1.25,-3.75,1970-01-01 01:00:13,1970-01-01 01:00:16,1970-01-01 01:00:52,3.0,36.0,39.0
-2.25,2.25,1970-01-01 01:00:23,,,,,
-1.75,0.75,1970-01-01 01:00:33,,,,,
-0.75,-4.25,1970-01-01 01:00:43,,,,,
-3.25,3.75,1970-01-01 01:00:53,,,,,
-1.75,-1.25,1970-01-01 01:01:03,1970-01-01 01:01:09,1970-01-01 01:01:34,6.0,25.0,31.0
1.25,3.25,1970-01-01 01:01:13,1970-01-01 01:01:45,1970-01-01 01:02:05,32.0,20.0,52.0
-3.25,2.75,1970-01-01 01:01:23,,,,,
3.75,3.25,1970-01-01 01:01:33,1970-01-01 01:02:06,1970-01-01 01:02:58,33.0,52.0,85.0
-0.25,-3.75,1970-01-01 01:01:44,,,,,
0.25,-3.25,1970-01-01 01:01:54,,,,,
-1.25,-4.25,1970-01-01 01:02:04,,,,,
0.75,-1.75,1970-01-01 01:02:14,1970-01-01 01:03:14,1970-01-01 01:03:31,60.0,17.0,77.0
1.25,-4.25,1970-01-01 01:02:24,1970-01-01 01:07:40,1970-01-01 01:08:04,316.0,24.0,340.0
1.25,-3.25,1970-01-01 01:02:44,1970-01-01 01:04:27,1970-01-01 01:04:51,103.0,24.0,127.0
-3.75,3.25,1970-01-01 01:02:54,1970-01-01 01:05:56,1970-01-01 01:07:17,182.0,81.0,263.0
1.25,0.75,1970-01-01 01:03:04,,,,,
0.75,-2.75,1970-01-01 01:03:14,,,,,
3.25,-1.75,1970-01-01 01:03:24,,,,,
-1.75,-0.75,1970-01-01 01:03:34,1970-01-01 01:03:40,1970-01-01 01:04:02,6.0,22.0,28.0
1.75,-4.25,1970-01-01 01:03:44,,,,,
-1.75,-0.25,1970-01-01 01:03:54,1970-01-01 01:04:01,1970-01-01 01:04:22,7.0,21.0,28.0
-2.25,-0.25,1970-01-01 01:04:04,1970-01-01 01:04:05,1970-01-01 01:04:11,1.0,6.0,7.0
-2.75,-0.25,1970-01-01 01:04:14,1970-01-01 01:05:16,1970-01-01 01:05:43,62.0,27.0,89.0
-1.25,-1.75,1970-01-01 01:04:24,1970-01-01 01:04:30,1970-01-01 01:04:54,6.0,24.0,30.0
1.75,1.75,1970-01-01 01:04:34,1970-01-01 01:04:40,1970-01-01 01:05:15,6.0,35.0,41.0
2.75,3.25,1970-01-01 01:04:45,1970-01-01 01:05:25,1970-01-01 01:05:58,40.0,33.0,73.0
2.75,-3.75,1970-01-01 01:04:55,1970-01-01 01:06:05,1970-01-01 01:07:14,70.0,69.0,139.0
-1.25,-0.25,1970-01-01 01:05:05,,,,,
0.75,-0.25,1970-01-01 01:05:35,,,,,
0.25,-0.75,1970-01-01 01:05:25,,,,,
0.75,-0.25,1970-01-01 01:05:35,,,,,
1.25,1.75,1970-01-01 01:05:45,1970-01-01 01:06:00,1970-01-01 01:06:29,15.0,29.0,44.0
-3.25,-0.75,1970-01-01 01:05:55,1970-01-01 01:06:10,1970-01-01 01:07:22,15.0,72.0,87.0
2.75,-0.75,1970-01-01 01:06:05,,,,,
-1.25,3.75,1970-01-01 01:06:15,1970-01-01 01:06:32,1970-01-01 01:06:57,17.0,25.0,42.0
-2.25,3.75,1970-01-01 01:06:25,,,,,
0.25,0.75,1970-01-01 01:06:35,,,,,
2.25,3.75,1970-01-01 01:06:45,,,,,
-0.75,-1.75,1970-01-01 01:06:55,1970-01-01 01:07:20,1970-01-01 01:07:47,25.0,27.0,52.0
3.25,-3.75,1970-01-01 01:07:05,1970-01-01 01:07:26,1970-01-01 01:08:16,21.0,50.0,71.0
-2.75,-1.25,1970-01-01 01:07:15,1970-01-01 01:07:32,1970-01-01 01:07:51,17.0,19.0,36.0
1.25,4.25,1970-01-01 01:07:56,,,,,
2.25,-0.75,1970-01-01 01:07:36,,,,,
-1.75,-4.25,1970-01-01 01:07:46,,,,,
1.25,4.25,1970-01-01 01:07:56,,,,,
2.25,3.25,1970-01-01 01:08:06,,,,,
-1.75,-3.75,1970-01-01 01:08:16,,,,,
1.25,-1.75,1970-01-01 01:08:26,,,,,
2.25,-3.25,1970-01-01 01:00:03,1970-01-01 01:00:04,1970-01-01 01:00:57,1.0,53.0,54.0
2.25,2.25,1970-01-01 01:00:13,,,,,
-2.75,2.75,1970-01-01 01:00:23,,,,,
1.25,4.25,1970-01-01 01:00:33,,,,,
2.75,3.75,1970-01-01 01:00:44,1970-01-01 01:00:49,1970-01-01 01:01:27,5.0,38.0,43.0
1.25,2.25,1970-01-01 01:05:46,1970-01-01 01:06:31,1970-01-01 01:06:46,45.0,15.0,60.0
-0.75,4.25,1970-01-01 01:01:04,,,,,
0.75,0.25,1970-01-01 01:05:05,,,,,
0.75,-2.25,1970-01-01 01:01:24,1970-01-01 01:04:27,1970-01-01 01:04:52,183.0,25.0,208.0
1.75,1.75,1970-01-01 01:01:34,1970-01-01 01:01:41,1970-01-01 01:02:16,7.0,35.0,42.0
-0.25,3.75,1970-01-01 01:01:44,1970-01-01 01:01:51,1970-01-01 01:02:34,7.0,43.0,50.0
0.25,-0.75,1970-01-01 01:01:54,,,,,
0.75,-4.25,1970-01-01 01:06:46,,,,,
2.25,0.25,1970-01-01 01:02:14,,,,,
0.75,1.25,1970-01-01 01:02:24,1970-01-01 01:02:30,1970-01-01 01:02:57,6.0,27.0,33.0
-0.25,-3.75,1970-01-01 01:05:56,1970-01-01 01:06:19,1970-01-01 01:06:44,23.0,25.0,48.0
-1.25,3.25,1970-01-01 01:02:45,1970-01-01 01:02:50,1970-01-01 01:03:23,5.0,33.0,38.0
-2.25,-2.25,1970-01-01 01:02:55,1970-01-01 01:03:36,1970-01-01 01:04:00,41.0,24.0,65.0
1.25,-0.25,1970-01-01 01:03:05,1970-01-01 01:03:05,1970-01-01 01:03:19,0.0,14.0,14.0
-3.25,2.25,1970-01-01 01:03:15,1970-01-01 01:04:29,1970-01-01 01:05:08,74.0,39.0,113.0
0.75,-3.75,1970-01-01 01:03:25,1970-01-01 01:03:50,1970-01-01 01:04:12,25.0,22.0,47.0
-2.75,-1.75,1970-01-01 01:03:35,1970-01-01 01:03:37,1970-01-01 01:03:52,2.0,15.0,17.0
-0.75,3.25,1970-01-01 01:03:45,1970-01-01 01:03:55,1970-01-01 01:05:45,10.0,110.0,120.0
2.75,-4.25,1970-01-01 01:03:55,,,,,
-3.75,-1.75,1970-01-01 01:04:05,1970-01-01 01:04:28,1970-01-01 01:04:46,23.0,18.0,41.0
3.75,-3.75,1970-01-01 01:04:15,1970-01-01 01:05:57,1970-01-01 01:07:07,102.0,70.0,172.0
2.75,3.25,1970-01-01 01:04:25,1970-01-01 01:06:43,1970-01-01 01:07:00,138.0,17.0,155.0
-1.75,-3.25,1970-01-01 01:04:35,1970-01-01 01:04:48,1970-01-01 01:05:03,13.0,15.0,28.0
1.25,2.75,1970-01-01 01:04:45,1970-01-01 01:06:11,1970-01-01 01:06:50,86.0,39.0,125.0
-1.75,-0.75,1970-01-01 01:04:55,,,,,
0.75,0.25,1970-01-01 01:05:05,,,,,
-1.75,-3.75,1970-01-01 01:05:16,1970-01-01 01:06:25,1970-01-01 01:06:34,69.0,9.0,78.0
-2.25,3.75,1970-01-01 01:05:26,,,,,
-2.75,-0.25,1970-01-01 01:05:36,1970-01-01 01:05:48,1970-01-01 01:06:09,12.0,21.0,33.0
1.25,2.25,1970-01-01 01:05:46,1970-01-01 01:06:31,1970-01-01 01:06:46,45.0,15.0,60.0
-0.25,-3.75,1970-01-01 01:05:56,1970-01-01 01:06:19,1970-01-01 01:06:44,23.0,25.0,48.0
2.75,-3.75,1970-01-01 01:06:06,,,,,
-3.25,-1.25,1970-01-01 01:06:16,,,,,
-0.25,-3.25,1970-01-01 01:06:26,1970-01-01 01:06:50,1970-01-01 01:07:28,24.0,38.0,62.0
3.75,0.25,1970-01-01 01:06:36,1970-01-01 01:07:41,1970-01-01 01:08:19,65.0,38.0,103.0
0.75,-4.25,1970-01-01 01:06:46,,,,,
-2.25,0.25,1970-01-01 01:06:56,1970-01-01 01:07:48,1970-01-01 01:08:25,52.0,37.0,89.0
-3.75,-0.25,1970-01-01 01:07:06,1970-01-01 01:08:08,1970-01-01 01:08:38,62.0,30.0,92.0
0.25,1.25,1970-01-01 01:07:16,1970-01-01 01:08:25,,69.0,,
0.75,2.25,1970-01-01 01:07:26,1970-01-01 01:08:28,,62.0,,
-2.25,-4.25,1970-01-01 01:07:36,,,,,
