x,y,spawned,detected,attained,discovery,attainment,discover_completion
2.75,-3.25,1970-01-01 01:00:02,1970-01-01 01:00:44,1970-01-01 01:01:07,42.0,23.0,65.0
1.25,-4.25,1970-01-01 01:00:12,1970-01-01 01:00:35,1970-01-01 01:00:52,23.0,17.0,40.0
0.25,4.25,1970-01-01 01:00:22,,,,,
1.25,-3.75,1970-01-01 01:00:32,1970-01-01 01:00:34,1970-01-01 01:00:57,2.0,23.0,25.0
-1.75,-3.25,1970-01-01 01:00:42,,,,,
2.75,-1.25,1970-01-01 01:00:52,,,,,
0.25,2.25,1970-01-01 01:01:02,,,,,
1.75,-2.75,1970-01-01 01:01:12,1970-01-01 01:01:12,1970-01-01 01:01:21,0.0,9.0,9.0
-0.25,-1.25,1970-01-01 01:01:22,1970-01-01 01:01:34,,12.0,,
2.25,2.75,1970-01-01 01:01:32,,,,,
-2.25,-2.25,1970-01-01 01:01:42,1970-01-01 01:01:48,,6.0,,
-0.75,-2.75,1970-01-01 01:01:52,,,,,
