x,y,spawned,detected,attained,discovery,attainment,discover_completion
2.25,-1.75,1970-01-01 01:00:02,,,,,
2.25,2.75,1970-01-01 01:00:12,1970-01-01 01:00:12,,0.0,,
-2.75,2.75,1970-01-01 01:00:22,,,,,
-2.25,-1.75,1970-01-01 01:00:02,,,,,
-2.75,-0.75,1970-01-01 01:00:12,1970-01-01 01:00:12,,0.0,,
0.25,2.25,1970-01-01 01:00:22,1970-01-01 01:00:22,,0.0,,
-2.75,2.75,1970-01-01 01:00:02,,,,,
-1.25,-2.75,1970-01-01 01:00:12,,,,,
-2.25,2.75,1970-01-01 01:00:22,,,,,
2.75,-3.75,1970-01-01 01:00:03,1970-01-01 01:00:03,,0.0,,
1.25,-4.25,1970-01-01 01:00:13,,,,,
0.25,3.75,1970-01-01 01:00:23,1970-01-01 01:00:23,,0.0,,
1.75,-1.25,1970-01-01 01:00:02,,,,,
2.25,2.25,1970-01-01 01:00:12,1970-01-01 01:00:13,,1.0,,
2.25,2.75,1970-01-01 01:00:22,,,,,
