x,y,spawned,detected,attained,discovery,attainment,discover_completion
-2.75,2.75,1970-01-01 01:00:02,1970-01-01 01:00:18,1970-01-01 01:01:54,16.0,96.0,112.0
-1.25,-2.75,1970-01-01 01:00:12,1970-01-01 01:00:33,1970-01-01 01:00:58,21.0,25.0,46.0
-2.25,2.75,1970-01-01 01:00:22,,,,,
-1.25,-4.25,1970-01-01 01:00:32,1970-01-01 01:00:38,1970-01-01 01:01:08,6.0,30.0,36.0
-0.75,-3.25,1970-01-01 01:00:42,,,,,
-3.25,3.75,1970-01-01 01:00:52,,,,,
-1.75,-0.75,1970-01-01 01:01:02,1970-01-01 01:01:12,1970-01-01 01:02:04,10.0,52.0,62.0
1.25,3.25,1970-01-01 01:01:12,,,,,
-3.25,2.75,1970-01-01 01:01:22,,,,,
3.75,3.75,1970-01-01 01:01:32,,,,,
-0.25,-3.25,1970-01-01 01:01:43,,,,,
0.25,-2.75,1970-01-01 01:01:53,,,,,
-1.25,-3.25,1970-01-01 01:02:03,,,,,
0.75,-1.75,1970-01-01 01:02:13,,,,,
-0.25,-2.75,1970-01-01 01:02:23,,,,,
