x,y,spawned,detected,attained,discovery,attainment,discover_completion
-2.25,-1.75,1970-01-01 01:00:02,1970-01-01 01:00:17,1970-01-01 01:00:36,15.0,19.0,34.0
-2.75,-0.75,1970-01-01 01:00:12,1970-01-01 01:00:12,1970-01-01 01:00:29,0.0,17.0,17.0
0.25,2.25,1970-01-01 01:00:22,1970-01-01 01:00:23,1970-01-01 01:00:35,1.0,12.0,13.0
-0.75,-3.75,1970-01-01 01:00:32,1970-01-01 01:00:33,1970-01-01 01:00:49,1.0,16.0,17.0
0.25,3.25,1970-01-01 01:00:42,,,,,
-1.75,-0.25,1970-01-01 01:00:52,1970-01-01 01:00:53,1970-01-01 01:01:10,1.0,17.0,18.0
0.25,4.25,1970-01-01 01:01:02,1970-01-01 01:01:03,1970-01-01 01:01:18,1.0,15.0,16.0
-0.25,-3.75,1970-01-01 01:01:13,1970-01-01 01:01:14,1970-01-01 01:01:31,1.0,17.0,18.0
1.25,-1.75,1970-01-01 01:01:23,,,,,
1.25,-2.25,1970-01-01 01:01:33,,,,,
-0.75,-2.25,1970-01-01 01:01:43,1970-01-01 01:01:49,,6.0,,
-2.25,-2.25,1970-01-01 01:01:53,1970-01-01 01:01:59,1970-01-01 01:02:23,6.0,24.0,30.0
-1.25,-3.25,1970-01-01 01:02:03,1970-01-01 01:02:06,,3.0,,
2.25,4.25,1970-01-01 01:02:13,,,,,
-2.75,2.75,1970-01-01 01:02:23,1970-01-01 01:02:29,1970-01-01 01:03:15,6.0,46.0,52.0
-1.25,-2.75,1970-01-01 01:02:33,1970-01-01 01:02:40,1970-01-01 01:02:56,7.0,16.0,23.0
-1.25,-2.25,1970-01-01 01:02:43,1970-01-01 01:02:44,1970-01-01 01:02:51,1.0,7.0,8.0
4.25,-0.25,1970-01-01 01:02:54,,,,,
-0.75,-0.25,1970-01-01 01:03:04,1970-01-01 01:03:09,,5.0,,
-2.75,2.25,1970-01-01 01:03:14,,,,,
