x,y,spawned,detected,attained,discovery,attainment,discover_completion
2.25,-1.75,1970-01-01 01:00:02,,,,,
2.25,2.75,1970-01-01 01:00:12,,,,,
-2.75,2.75,1970-01-01 01:00:22,1970-01-01 01:00:24,1970-01-01 01:01:33,2.0,69.0,71.0
1.25,3.75,1970-01-01 01:00:32,1970-01-01 01:00:33,1970-01-01 01:01:00,1.0,27.0,28.0
2.75,3.75,1970-01-01 01:00:43,1970-01-01 01:00:48,,5.0,,
1.25,2.25,1970-01-01 01:00:53,1970-01-01 01:00:58,1970-01-01 01:02:07,5.0,69.0,74.0
-0.25,-3.25,1970-01-01 01:02:34,1970-01-01 01:02:34,1970-01-01 01:02:46,0.0,12.0,12.0
0.75,0.75,1970-01-01 01:01:13,1970-01-01 01:01:19,1970-01-01 01:01:58,6.0,39.0,45.0
0.75,-2.25,1970-01-01 01:01:23,1970-01-01 01:01:27,1970-01-01 01:02:08,4.0,41.0,45.0
2.25,-4.25,1970-01-01 01:01:33,1970-01-01 01:01:41,,8.0,,
-0.25,4.25,1970-01-01 01:01:43,,,,,
0.25,-0.75,1970-01-01 01:01:53,1970-01-01 01:01:54,1970-01-01 01:02:18,1.0,24.0,25.0
0.75,-3.75,1970-01-01 01:02:03,1970-01-01 01:02:09,1970-01-01 01:02:55,6.0,46.0,52.0
2.25,0.75,1970-01-01 01:02:13,,,,,
0.75,1.25,1970-01-01 01:05:56,1970-01-01 01:06:01,,5.0,,
-0.25,-3.25,1970-01-01 01:02:34,1970-01-01 01:02:34,1970-01-01 01:02:46,0.0,12.0,12.0
-1.25,4.25,1970-01-01 01:02:44,,,,,
-2.25,-2.25,1970-01-01 01:02:54,,,,,
1.25,-0.25,1970-01-01 01:03:04,1970-01-01 01:03:05,1970-01-01 01:03:19,1.0,14.0,15.0
-3.25,2.25,1970-01-01 01:03:14,,,,,
0.75,-3.25,1970-01-01 01:03:24,1970-01-01 01:03:25,1970-01-01 01:03:42,1.0,17.0,18.0
-2.75,-2.25,1970-01-01 01:03:34,1970-01-01 01:03:40,1970-01-01 01:04:39,6.0,59.0,65.0
-0.75,3.75,1970-01-01 01:03:44,,,,,
2.75,-3.75,1970-01-01 01:03:55,1970-01-01 01:04:00,1970-01-01 01:05:57,5.0,117.0,122.0
-3.75,-2.25,1970-01-01 01:04:05,1970-01-01 01:04:16,1970-01-01 01:04:37,11.0,21.0,32.0
3.75,-3.75,1970-01-01 01:04:15,,,,,
2.75,3.25,1970-01-01 01:04:25,1970-01-01 01:05:22,1970-01-01 01:05:38,57.0,16.0,73.0
-1.75,-3.25,1970-01-01 01:04:35,,,,,
1.25,2.75,1970-01-01 01:04:45,1970-01-01 01:05:14,1970-01-01 01:05:49,29.0,35.0,64.0
-1.75,-0.25,1970-01-01 01:04:55,1970-01-01 01:05:01,1970-01-01 01:05:26,6.0,25.0,31.0
0.75,0.25,1970-01-01 01:05:05,,,,,
-1.25,-1.75,1970-01-01 01:05:15,,,,,
0.25,-1.75,1970-01-01 01:05:25,,,,,
-3.25,-1.25,1970-01-01 01:05:36,,,,,
-1.25,-3.25,1970-01-01 01:05:46,,,,,
0.75,1.25,1970-01-01 01:05:56,1970-01-01 01:06:01,,5.0,,
