x,y,spawned,detected,attained,discovery,attainment,discover_completion
-2.25,-1.75,1970-01-01 01:00:02,,,,,
-2.75,-0.75,1970-01-01 01:00:12,,,,,
0.25,2.25,1970-01-01 01:00:22,,,,,
-0.75,-3.75,1970-01-01 01:00:33,,,,,
0.25,3.25,1970-01-01 01:00:43,,,,,
-1.75,-0.25,1970-01-01 01:00:53,,,,,
0.25,4.25,1970-01-01 01:01:03,,,,,
-0.25,-3.75,1970-01-01 01:01:13,,,,,
1.25,-1.75,1970-01-01 01:01:23,,,,,
1.25,-2.25,1970-01-01 01:01:33,,,,,
-0.75,-2.25,1970-01-01 01:01:43,,,,,
-2.25,-2.25,1970-01-01 01:01:53,1970-01-01 01:01:54,1970-01-01 01:02:07,1.0,13.0,14.0
-1.25,-3.25,1970-01-01 01:02:04,,,,,
2.25,4.25,1970-01-01 01:02:14,,,,,
-2.75,2.75,1970-01-01 01:02:24,1970-01-01 01:03:55,1970-01-01 01:04:45,91.0,50.0,141.0
-1.25,-2.75,1970-01-01 01:02:34,,,,,
-1.25,-2.25,1970-01-01 01:02:44,,,,,
4.25,-0.25,1970-01-01 01:02:54,,,,,
-0.75,-0.25,1970-01-01 01:03:04,1970-01-01 01:03:10,1970-01-01 01:03:44,6.0,34.0,40.0
-2.75,2.25,1970-01-01 01:03:14,,,,,
2.25,-1.75,1970-01-01 01:03:24,,,,,
-0.75,0.75,1970-01-01 01:03:34,,,,,
1.75,-4.25,1970-01-01 01:03:45,,,,,
-2.25,-0.75,1970-01-01 01:03:55,1970-01-01 01:04:00,1970-01-01 01:04:13,5.0,13.0,18.0
-0.75,-1.25,1970-01-01 01:04:05,,,,,
2.75,-4.25,1970-01-01 01:04:15,,,,,
2.25,3.75,1970-01-01 01:04:25,,,,,
4.25,-1.25,1970-01-01 01:04:35,,,,,
-1.25,0.25,1970-01-01 01:04:45,1970-01-01 01:04:53,1970-01-01 01:05:09,8.0,16.0,24.0
-2.25,-3.25,1970-01-01 01:04:55,1970-01-01 01:05:45,,50.0,,
-2.75,3.25,1970-01-01 01:05:05,1970-01-01 01:05:11,1970-01-01 01:05:42,6.0,31.0,37.0
1.75,1.25,1970-01-01 01:05:15,,,,,
0.75,-1.25,1970-01-01 01:05:26,1970-01-01 01:05:38,,12.0,,
3.25,-1.75,1970-01-01 01:05:36,,,,,
-0.75,-3.25,1970-01-01 01:05:46,1970-01-01 01:05:46,,0.0,,
