x,y,spawned,detected,attained,discovery,attainment,discover_completion
2.25,-1.75,1970-01-01 01:00:02,,,,,
2.25,2.75,1970-01-01 01:00:12,,,,,
-2.75,2.75,1970-01-01 01:00:22,,,,,
1.25,3.75,1970-01-01 01:00:32,1970-01-01 01:00:38,1970-01-01 01:01:10,6.0,32.0,38.0
2.75,3.75,1970-01-01 01:00:42,1970-01-01 01:00:48,1970-01-01 01:03:11,6.0,143.0,149.0
1.25,2.25,1970-01-01 01:00:53,,,,,
-0.25,-3.25,1970-01-01 01:01:03,1970-01-01 01:01:36,1970-01-01 01:02:34,33.0,58.0,91.0
0.75,0.75,1970-01-01 01:01:13,,,,,
0.75,-2.25,1970-01-01 01:01:23,,,,,
2.25,-4.25,1970-01-01 01:01:33,1970-01-01 01:01:50,1970-01-01 01:02:19,17.0,29.0,46.0
-0.25,4.25,1970-01-01 01:01:43,,,,,
0.25,-0.75,1970-01-01 01:01:53,,,,,
0.75,-3.75,1970-01-01 01:02:03,1970-01-01 01:02:13,1970-01-01 01:02:35,10.0,22.0,32.0
2.25,0.75,1970-01-01 01:02:13,,,,,
0.75,1.25,1970-01-01 01:02:23,1970-01-01 01:02:48,1970-01-01 01:03:14,25.0,26.0,51.0
-0.25,-3.75,1970-01-01 01:02:33,,,,,
-2.75,-4.25,1970-01-01 01:02:43,,,,,
0.25,4.25,1970-01-01 01:02:54,,,,,
3.25,2.75,1970-01-01 01:03:04,,,,,
3.75,-3.25,1970-01-01 01:03:14,,,,,
