x,y,spawned,detected,attained,discovery,attainment,total_time
2.75,-3.25,1970-01-01 01:00:02,1970-01-01 01:00:44,1970-01-01 01:01:37,42.0,53.0,95.0
1.25,-4.25,1970-01-01 01:00:12,1970-01-01 01:00:35,1970-01-01 01:01:21,23.0,46.0,69.0
0.25,4.25,1970-01-01 01:00:22,,,,,
1.25,-3.75,1970-01-01 01:00:32,1970-01-01 01:00:34,1970-01-01 01:01:27,2.0,53.0,55.0
-1.75,-3.25,1970-01-01 01:00:42,,,,,
2.75,-1.25,1970-01-01 01:00:52,,,,,
0.25,2.25,1970-01-01 01:01:02,,,,,
1.75,-2.75,1970-01-01 01:01:13,1970-01-01 01:01:15,1970-01-01 01:01:46,2.0,31.0,33.0
-0.25,-1.25,1970-01-01 01:01:23,1970-01-01 01:01:23,1970-01-01 01:02:10,0.0,47.0,47.0
2.25,2.75,1970-01-01 01:01:33,,,,,
-2.25,-2.25,1970-01-01 01:01:43,1970-01-01 01:01:56,1970-01-01 01:02:13,13.0,17.0,30.0
-0.75,-2.75,1970-01-01 01:01:53,1970-01-01 01:01:58,1970-01-01 01:04:36,5.0,158.0,163.0
-0.75,1.25,1970-01-01 01:06:56,1970-01-01 01:02:17,1970-01-01 01:03:00,,43.0,
1.75,-1.75,1970-01-01 01:02:13,,,,,
1.75,0.75,1970-01-01 01:02:23,1970-01-01 01:02:29,1970-01-01 01:02:45,6.0,16.0,22.0
-2.25,2.25,1970-01-01 01:03:54,,,,,
-2.75,-4.25,1970-01-01 01:02:44,,,,,
-3.25,-0.25,1970-01-01 01:02:54,1970-01-01 01:02:54,1970-01-01 01:03:16,0.0,22.0,22.0
1.25,2.75,1970-01-01 01:03:04,1970-01-01 01:03:07,1970-01-01 01:03:25,3.0,18.0,21.0
-2.75,-2.25,1970-01-01 01:03:14,,,,,
0.75,2.75,1970-01-01 01:03:24,1970-01-01 01:03:29,1970-01-01 01:04:04,5.0,35.0,40.0
-2.75,-1.25,1970-01-01 01:03:34,,,,,
0.25,-3.25,1970-01-01 01:03:44,1970-01-01 01:04:08,1970-01-01 01:04:38,24.0,30.0,54.0
-2.25,2.25,1970-01-01 01:03:54,,,,,
-2.25,-4.25,1970-01-01 01:08:17,1970-01-01 01:08:59,1970-01-01 01:10:18,42.0,79.0,121.0
3.75,-4.25,1970-01-01 01:04:14,1970-01-01 01:04:40,1970-01-01 01:06:53,26.0,133.0,159.0
1.75,-4.25,1970-01-01 01:04:25,1970-01-01 01:04:26,1970-01-01 01:04:48,1.0,22.0,23.0
0.75,1.25,1970-01-01 01:04:35,,,,,
0.75,-0.25,1970-01-01 01:04:45,,,,,
0.25,0.75,1970-01-01 01:04:55,,,,,
2.25,3.75,1970-01-01 01:05:05,,,,,
-0.75,1.75,1970-01-01 01:05:15,1970-01-01 01:05:21,1970-01-01 01:06:05,6.0,44.0,50.0
0.25,3.75,1970-01-01 01:05:25,1970-01-01 01:05:31,1970-01-01 01:05:44,6.0,13.0,19.0
2.75,-4.25,1970-01-01 01:05:35,1970-01-01 01:06:31,1970-01-01 01:06:47,56.0,16.0,72.0
4.25,-1.25,1970-01-01 01:05:45,,,,,
0.25,-1.25,1970-01-01 01:05:55,1970-01-01 01:06:01,1970-01-01 01:08:02,6.0,121.0,127.0
-2.75,-0.25,1970-01-01 01:06:06,1970-01-01 01:06:11,1970-01-01 01:06:46,5.0,35.0,40.0
-3.25,-1.75,1970-01-01 01:06:16,,,,,
1.25,-0.75,1970-01-01 01:06:26,1970-01-01 01:06:31,1970-01-01 01:08:23,5.0,112.0,117.0
0.25,-0.75,1970-01-01 01:06:36,1970-01-01 01:06:41,1970-01-01 01:07:24,5.0,43.0,48.0
0.25,-1.75,1970-01-01 01:06:46,,,,,
-0.75,1.25,1970-01-01 01:06:56,1970-01-01 01:02:17,1970-01-01 01:03:00,,43.0,
0.25,-2.75,1970-01-01 01:07:06,,,,,
2.75,-1.75,1970-01-01 01:07:16,,,,,
0.25,1.75,1970-01-01 01:07:26,,,,,
0.25,3.25,1970-01-01 01:07:37,,,,,
0.75,0.25,1970-01-01 01:07:47,1970-01-01 01:07:47,1970-01-01 01:08:20,0.0,33.0,33.0
0.75,3.25,1970-01-01 01:07:57,1970-01-01 01:08:17,1970-01-01 01:09:24,20.0,67.0,87.0
0.25,1.25,1970-01-01 01:08:07,1970-01-01 01:08:07,1970-01-01 01:09:10,0.0,63.0,63.0
-2.25,-4.25,1970-01-01 01:08:17,1970-01-01 01:08:59,1970-01-01 01:10:18,42.0,79.0,121.0
-2.75,0.25,1970-01-01 01:08:27,1970-01-01 01:08:32,1970-01-01 01:08:50,5.0,18.0,23.0
0.75,-2.25,1970-01-01 01:08:37,,,,,
-2.75,2.25,1970-01-01 01:08:47,,,,,
-1.75,-0.75,1970-01-01 01:08:57,,,,,
-0.25,1.75,1970-01-01 01:09:07,,,,,
-3.75,3.25,1970-01-01 01:09:17,,,,,
-1.25,1.75,1970-01-01 01:09:27,1970-01-01 01:09:33,1970-01-01 01:09:48,6.0,15.0,21.0
-3.75,0.75,1970-01-01 01:09:37,1970-01-01 01:09:38,,1.0,,
1.25,0.75,1970-01-01 01:09:48,,,,,
-0.75,-2.25,1970-01-01 01:09:58,1970-01-01 01:10:03,1970-01-01 01:10:21,5.0,18.0,23.0
-3.25,3.75,1970-01-01 01:10:08,,,,,
2.25,-0.75,1970-01-01 01:10:18,,,,,
