x,y,spawned,detected,attained,discovery,attainment,total_time
-2.75,2.75,1970-01-01 01:00:02,1970-01-01 01:00:07,1970-01-01 01:00:57,5.0,50.0,55.0
-1.25,-2.75,1970-01-01 01:00:12,1970-01-01 01:00:23,1970-01-01 01:01:59,11.0,96.0,107.0
-2.25,2.75,1970-01-01 01:00:22,,,,,
-1.25,-4.25,1970-01-01 01:00:32,1970-01-01 01:00:33,1970-01-01 01:02:29,1.0,116.0,117.0
-0.75,-3.25,1970-01-01 01:00:42,1970-01-01 01:00:43,1970-01-01 01:02:04,1.0,81.0,82.0
-3.25,3.75,1970-01-01 01:00:52,,,,,
-1.75,-0.75,1970-01-01 01:03:34,1970-01-01 01:03:39,1970-01-01 01:03:56,5.0,17.0,22.0
1.25,3.25,1970-01-01 01:01:12,,,,,
-3.25,2.75,1970-01-01 01:01:23,1970-01-01 01:01:28,1970-01-01 01:01:49,5.0,21.0,26.0
3.75,3.75,1970-01-01 01:01:33,,,,,
-0.25,-3.25,1970-01-01 01:01:43,1970-01-01 01:01:47,1970-01-01 01:02:08,4.0,21.0,25.0
0.25,-2.75,1970-01-01 01:08:17,1970-01-01 01:01:53,1970-01-01 01:02:13,,20.0,
-1.25,-3.25,1970-01-01 01:02:03,1970-01-01 01:02:09,1970-01-01 01:03:29,6.0,80.0,86.0
0.75,-1.75,1970-01-01 01:02:13,1970-01-01 01:02:18,1970-01-01 01:04:05,5.0,107.0,112.0
-0.25,-2.75,1970-01-01 01:09:47,1970-01-01 01:02:29,1970-01-01 01:03:56,,87.0,
1.75,1.75,1970-01-01 01:08:07,1970-01-01 01:08:12,1970-01-01 01:08:49,5.0,37.0,42.0
1.25,2.75,1970-01-01 01:02:43,,,,,
-2.25,-1.75,1970-01-01 01:02:53,1970-01-01 01:03:02,1970-01-01 01:03:19,9.0,17.0,26.0
0.25,-0.75,1970-01-01 01:03:04,,,,,
-2.75,-3.75,1970-01-01 01:03:14,,,,,
1.75,-4.25,1970-01-01 01:03:24,,,,,
-1.75,-0.75,1970-01-01 01:03:34,1970-01-01 01:03:39,1970-01-01 01:03:56,5.0,17.0,22.0
0.75,2.25,1970-01-01 01:03:44,,,,,
-1.75,-0.25,1970-01-01 01:03:54,,,,,
-2.25,-0.25,1970-01-01 01:04:04,1970-01-01 01:04:05,1970-01-01 01:04:58,1.0,53.0,54.0
