x,y,spawned,detected,attained,discovery,attainment,total_time
1.75,-1.25,1970-01-01 01:00:02,,,,,
2.25,2.25,1970-01-01 01:09:18,,,,,
2.25,2.75,1970-01-01 01:00:23,,,,,
-1.25,-3.25,1970-01-01 01:00:33,1970-01-01 01:00:33,1970-01-01 01:01:18,0.0,45.0,45.0
3.75,-0.25,1970-01-01 01:00:43,1970-01-01 01:00:53,1970-01-01 01:01:10,10.0,17.0,27.0
-4.25,-0.25,1970-01-01 01:00:53,1970-01-01 01:02:02,1970-01-01 01:02:19,69.0,17.0,86.0
3.25,-3.25,1970-01-01 01:01:03,1970-01-01 01:03:09,1970-01-01 01:06:17,126.0,188.0,314.0
3.25,3.75,1970-01-01 01:01:13,1970-01-01 01:01:20,1970-01-01 01:01:37,7.0,17.0,24.0
0.25,2.75,1970-01-01 01:01:23,1970-01-01 01:01:29,,6.0,,
-1.25,0.25,1970-01-01 01:01:34,,,,,
-2.25,-2.25,1970-01-01 01:01:44,1970-01-01 01:02:00,1970-01-01 01:02:48,16.0,48.0,64.0
-1.25,-0.25,1970-01-01 01:01:54,1970-01-01 01:01:54,1970-01-01 01:02:17,0.0,23.0,23.0
-2.25,-3.25,1970-01-01 01:08:38,1970-01-01 01:09:04,1970-01-01 01:02:39,26.0,,
0.25,-2.25,1970-01-01 01:02:14,,,,,
-0.75,3.25,1970-01-01 01:02:24,,,,,
-0.75,-4.25,1970-01-01 01:03:35,1970-01-01 01:03:40,1970-01-01 01:04:09,5.0,29.0,34.0
1.25,-3.25,1970-01-01 01:02:44,1970-01-01 01:02:45,1970-01-01 01:03:40,1.0,55.0,56.0
1.25,-1.75,1970-01-01 01:03:15,,,,,
-3.75,3.25,1970-01-01 01:03:05,,,,,
1.25,-1.75,1970-01-01 01:03:15,,,,,
-0.25,0.75,1970-01-01 01:03:25,,,,,
-0.75,-4.25,1970-01-01 01:03:35,1970-01-01 01:03:40,1970-01-01 01:04:09,5.0,29.0,34.0
-2.25,2.25,1970-01-01 01:03:45,,,,,
2.75,-0.75,1970-01-01 01:03:55,1970-01-01 01:05:27,1970-01-01 01:05:52,92.0,25.0,117.0
-2.75,2.25,1970-01-01 01:04:05,1970-01-01 01:04:21,,16.0,,
1.25,2.25,1970-01-01 01:04:15,1970-01-01 01:04:25,1970-01-01 01:04:49,10.0,24.0,34.0
-2.75,-1.75,1970-01-01 01:04:25,,,,,
-1.25,-1.25,1970-01-01 01:04:35,1970-01-01 01:04:41,1970-01-01 01:04:57,6.0,16.0,22.0
2.25,-3.75,1970-01-01 01:04:46,1970-01-01 01:06:01,1970-01-01 01:06:42,75.0,41.0,116.0
2.25,1.75,1970-01-01 01:04:56,,,,,
-0.75,1.25,1970-01-01 01:07:37,,,,,
2.25,1.25,1970-01-01 01:05:16,,,,,
1.25,-4.25,1970-01-01 01:05:26,1970-01-01 01:05:47,1970-01-01 01:06:04,21.0,17.0,38.0
3.75,2.25,1970-01-01 01:05:36,,,,,
0.25,3.75,1970-01-01 01:05:46,1970-01-01 01:08:03,1970-01-01 01:08:33,137.0,30.0,167.0
-1.25,-2.75,1970-01-01 01:05:56,1970-01-01 01:06:02,1970-01-01 01:07:02,6.0,60.0,66.0
0.75,-0.25,1970-01-01 01:06:06,,,,,
-0.25,4.25,1970-01-01 01:06:16,1970-01-01 01:08:08,1970-01-01 01:08:39,112.0,31.0,143.0
0.75,-0.75,1970-01-01 01:06:27,,,,,
-0.75,-0.75,1970-01-01 01:06:37,1970-01-01 01:06:37,1970-01-01 01:06:52,0.0,15.0,15.0
2.25,-4.25,1970-01-01 01:06:47,,,,,
2.25,4.25,1970-01-01 01:06:57,1970-01-01 01:07:57,1970-01-01 01:08:21,60.0,24.0,84.0
2.25,-0.25,1970-01-01 01:07:07,,,,,
0.75,-2.75,1970-01-01 01:07:17,,,,,
2.75,0.75,1970-01-01 01:07:27,,,,,
-0.75,1.25,1970-01-01 01:07:37,,,,,
0.75,-4.25,1970-01-01 01:07:47,1970-01-01 01:09:10,1970-01-01 01:09:26,83.0,16.0,99.0
0.25,3.25,1970-01-01 01:07:57,,,,,
0.75,2.25,1970-01-01 01:08:08,,,,,
2.75,-1.75,1970-01-01 01:08:18,,,,,
-0.75,-2.25,1970-01-01 01:08:28,1970-01-01 01:08:59,,31.0,,
-2.25,-3.25,1970-01-01 01:08:38,1970-01-01 01:09:04,1970-01-01 01:02:39,26.0,,
4.25,0.75,1970-01-01 01:08:48,1970-01-01 01:09:59,,71.0,,
1.75,0.25,1970-01-01 01:08:58,,,,,
-3.25,2.25,1970-01-01 01:09:08,,,,,
2.25,2.25,1970-01-01 01:09:18,,,,,
0.75,-1.75,1970-01-01 01:09:28,1970-01-01 01:09:34,,6.0,,
0.25,-1.25,1970-01-01 01:09:38,,,,,
-1.75,-2.75,1970-01-01 01:09:48,,,,,
0.25,0.75,1970-01-01 01:09:58,1970-01-01 01:10:04,,6.0,,
-1.75,-1.25,1970-01-01 01:10:08,,,,,
-2.75,2.75,1970-01-01 01:00:02,1970-01-01 01:00:07,1970-01-01 01:00:57,5.0,50.0,55.0
-1.25,-2.75,1970-01-01 01:00:12,1970-01-01 01:00:23,1970-01-01 01:01:59,11.0,96.0,107.0
-2.25,2.75,1970-01-01 01:00:22,,,,,
-1.25,-4.25,1970-01-01 01:00:32,1970-01-01 01:00:33,1970-01-01 01:02:29,1.0,116.0,117.0
-0.75,-3.25,1970-01-01 01:00:42,1970-01-01 01:00:43,1970-01-01 01:02:04,1.0,81.0,82.0
-3.25,3.75,1970-01-01 01:00:52,,,,,
-1.75,-0.75,1970-01-01 01:03:34,1970-01-01 01:03:39,1970-01-01 01:03:56,5.0,17.0,22.0
1.25,3.25,1970-01-01 01:01:12,,,,,
-3.25,2.75,1970-01-01 01:01:23,1970-01-01 01:01:28,1970-01-01 01:01:49,5.0,21.0,26.0
3.75,3.75,1970-01-01 01:01:33,,,,,
-0.25,-3.25,1970-01-01 01:01:43,1970-01-01 01:01:47,1970-01-01 01:02:08,4.0,21.0,25.0
0.25,-2.75,1970-01-01 01:08:17,1970-01-01 01:01:53,1970-01-01 01:02:13,,20.0,
-1.25,-3.25,1970-01-01 01:02:03,1970-01-01 01:02:09,1970-01-01 01:03:29,6.0,80.0,86.0
0.75,-1.75,1970-01-01 01:02:13,1970-01-01 01:02:18,1970-01-01 01:04:05,5.0,107.0,112.0
-0.25,-2.75,1970-01-01 01:09:47,1970-01-01 01:02:29,1970-01-01 01:03:56,,87.0,
1.75,1.75,1970-01-01 01:08:07,1970-01-01 01:08:12,1970-01-01 01:08:49,5.0,37.0,42.0
1.25,2.75,1970-01-01 01:02:43,,,,,
-2.25,-1.75,1970-01-01 01:02:53,1970-01-01 01:03:02,1970-01-01 01:03:19,9.0,17.0,26.0
0.25,-0.75,1970-01-01 01:03:04,,,,,
-2.75,-3.75,1970-01-01 01:03:14,,,,,
1.75,-4.25,1970-01-01 01:03:24,,,,,
-1.75,-0.75,1970-01-01 01:03:34,1970-01-01 01:03:39,1970-01-01 01:03:56,5.0,17.0,22.0
0.75,2.25,1970-01-01 01:03:44,,,,,
-1.75,-0.25,1970-01-01 01:03:54,,,,,
-2.25,-0.25,1970-01-01 01:04:04,1970-01-01 01:04:05,1970-01-01 01:04:58,1.0,53.0,54.0
-2.75,-0.25,1970-01-01 01:04:14,,,,,
-1.25,-1.25,1970-01-01 01:04:25,,,,,
2.25,-4.25,1970-01-01 01:04:35,1970-01-01 01:04:35,1970-01-01 01:05:03,0.0,28.0,28.0
