x,y,spawned,detected,attained,discovery,attainment,discover_completion
2.25,-3.25,1970-01-01 01:00:03,,,,,
2.25,2.25,1970-01-01 01:00:13,,,,,
-2.75,2.75,1970-01-01 01:00:23,,,,,
1.25,4.25,1970-01-01 01:00:33,,,,,
2.75,3.75,1970-01-01 01:00:44,1970-01-01 01:00:49,1970-01-01 01:01:32,5.0,43.0,48.0
1.25,2.25,1970-01-01 01:00:54,1970-01-01 01:00:59,1970-01-01 01:01:21,5.0,22.0,27.0
-0.75,4.25,1970-01-01 01:01:04,,,,,
0.75,0.25,1970-01-01 01:01:14,,,,,
0.75,-2.25,1970-01-01 01:01:24,1970-01-01 01:01:37,,13.0,,
1.75,1.75,1970-01-01 01:01:34,,,,,
