x,y,spawned,detected,attained,discovery,attainment,discover_completion
2.75,-3.75,1970-01-01 01:00:03,1970-01-01 01:00:40,1970-01-01 01:01:07,37.0,27.0,64.0
1.25,-4.25,1970-01-01 01:00:13,1970-01-01 01:00:35,1970-01-01 01:00:52,22.0,17.0,39.0
0.25,3.75,1970-01-01 01:00:23,1970-01-01 01:01:46,,83.0,,
1.25,-3.75,1970-01-01 01:00:33,1970-01-01 01:00:33,1970-01-01 01:00:57,0.0,24.0,24.0
-1.75,-3.75,1970-01-01 01:00:43,1970-01-01 01:00:48,1970-01-01 01:01:08,5.0,20.0,25.0
2.75,-1.25,1970-01-01 01:00:53,1970-01-01 01:01:58,,65.0,,
0.25,1.75,1970-01-01 01:01:03,1970-01-01 01:01:32,,29.0,,
1.75,-2.75,1970-01-01 01:01:13,1970-01-01 01:01:18,1970-01-01 01:01:47,5.0,29.0,34.0
-0.25,-2.25,1970-01-01 01:01:23,,,,,
2.25,2.25,1970-01-01 01:01:33,1970-01-01 01:01:41,1970-01-01 01:01:58,8.0,17.0,25.0
-2.25,-2.25,1970-01-01 01:01:43,,,,,
-0.75,-3.75,1970-01-01 01:01:53,,,,,
-0.75,0.25,1970-01-01 01:02:04,1970-01-01 01:02:04,,0.0,,
1.75,-1.75,1970-01-01 01:02:14,,,,,
